run_id,tau,beta,shock_iteration,avg_gap_before,avg_gap_after,max_gap_after,recovery_time,vol_before,vol_after,final_price_a,final_price_b,final_fx,final_gap,fx_cost,recovery_b
10,0.0,0.6,200,1.6495800000000083,4.31316000000001,5.497000000000014,,0.0003956862947537757,0.000653295811798344,104.09,98.26,1.1,3.9960000000000093,0.0,
11,0.0,0.6,200,3.1736400000000105,4.451600000000009,6.551000000000002,108.0,0.0,0.0008427979179167011,104.13,98.25,1.1,3.9450000000000074,0.0,104.0
12,0.0,0.6,200,1.8726400000000119,4.358640000000009,6.211000000000013,,0.0,0.000789683475831961,104.14,98.28,1.1,3.9680000000000035,0.0,65.0
13,0.0,0.6,200,1.578660000000003,4.070320000000009,4.950000000000003,,0.00013128310367565072,0.0005643154088132783,104.29,98.11,1.1,3.6310000000000002,0.0,175.0
14,0.0,0.6,200,6.727999999999981,2.805280000000007,4.029000000000011,0.0,0.00013103976150018157,0.0003927539559212038,104.27,98.35,1.1,3.9150000000000063,0.0,11.0
15,0.0,0.6,200,3.880260000000009,4.575880000000007,7.024000000000001,20.0,0.0001358231533704859,0.0010288636545927809,104.22,98.31,1.1,3.9210000000000065,0.0,66.0
16,0.0,0.6,200,3.146040000000006,4.499900000000009,6.519999999999996,,0.0,0.0008971744183977003,104.23,98.31,1.1,3.9110000000000014,0.0,84.0
17,0.0,0.6,200,8.178,2.763800000000004,4.006999999999991,0.0,0.00013621570583689395,0.00043772482132231117,104.06,98.19,1.1,3.948999999999998,0.0,8.0
18,0.0,0.6,200,2.7536400000000083,4.506960000000009,6.415000000000006,,0.0,0.0007961215777634795,104.08,98.28,1.1,4.028000000000006,0.0,95.0
19,0.0,0.6,200,2.3260200000000086,4.3738400000000075,6.049000000000021,,0.0,0.000805328017441995,104.04,98.1,1.1,3.8699999999999903,0.0,105.0
0,0.1,0.0,200,3.2402200000000074,13.18958000000001,14.17400000000002,,0.0,0.0003759479591759167,100.3,101.98,1.1,11.878000000000014,0.0,1.0
1,0.1,0.0,200,4.482140000000005,13.82450000000001,15.49900000000001,,0.0,0.0004690717614083008,100.09,102.07,1.1,12.186999999999998,0.0,1.0
2,0.1,0.0,200,2.569999999999993,9.92156000000001,11.25200000000001,,0.0,0.0004590565070525729,99.89,102.08,1.1,12.39800000000001,0.0,1.0
3,0.1,0.0,200,4.728180000000011,14.216160000000007,15.971000000000004,,0.0003047068174651004,0.00042559466813641686,100.19,101.95,1.1,11.955000000000013,0.0,1.0
4,0.1,0.0,200,2.3400000000000034,9.863180000000009,11.175000000000011,,0.0,0.00037588831843902445,99.99,102.07,1.1,12.287000000000006,0.0,1.0
5,0.1,0.0,200,2.7783200000000035,13.762120000000008,15.14800000000001,,0.0,0.0004883136351520893,100.02,101.98,1.1,12.158000000000015,0.0,1.0
6,0.1,0.0,200,4.405360000000012,14.221100000000009,16.105000000000018,,0.0,0.0004718185924002071,99.92,101.96,1.1,12.236000000000004,0.0,1.0
7,0.1,0.0,200,1.625060000000011,12.39662000000001,12.607,,0.0007804520845925437,0.0002854948243596644,100.1,102.01,1.1,12.111000000000018,0.0,1.0
8,0.1,0.0,200,4.176580000000012,13.64802000000001,15.253,,0.00042439792341077587,0.0004261810738951367,99.94,101.86,1.1,12.106000000000009,0.0,1.0
